_id,name,village,district,pricePerNight,propertyType,category,maxGuests,ownerContact,lat,lng
"osm-13142640774","Dwarkesh","Haridwar","Haridwar","3500","Boutique Hotel","Nature Eco","6","","29.9451319","78.1583166"
"osm-13147003761","Manik","Haridwar","Haridwar","2400","Homestay","Nature Eco","3","","30.1301436","78.3235479"
"osm-13147005123","Zostel","Haridwar","Haridwar","900","Backpacker Hostel","Adventure","5","","30.1300585","78.3234214"
"osm-13147021700","Chandra","Haridwar","Haridwar","4000","Boutique Hotel","Nature Eco","2","","30.1301669","78.3234945"
"osm-13148918353","Bunk hostel","Haridwar","Haridwar","1000","Backpacker Hostel","Adventure","5","","30.1302256","78.3221761"
"osm-13148920014","The little house","Haridwar","Haridwar","3800","Boutique Hotel","Nature Eco","6","","30.1316459","78.3207068"
"osm-13148920015","Akshat homestay","Haridwar","Haridwar","2500","Homestay","Nature Eco","2","","30.1333875","78.3193975"
"osm-13153010167","Marc Blue","Haridwar","Haridwar","3300","Boutique Hotel","Nature Eco","4","","30.1307455","78.3237522"
"osm-13158972644","W.inn","Haridwar","Haridwar","3700","Boutique Hotel","Nature Eco","6","","30.1297853","78.3250746"
"osm-13158994411","chakrah","Haridwar","Haridwar","3300","Boutique Hotel","Nature Eco","3","","30.1299547","78.3256156"
"osm-13164788626","Homestay","Uttarkashi","Uttarkashi","2500","Homestay","Char Dham","3","","31.1193481","78.343251"
"osm-13265043302","Stayable Homestay","Dehradun","Dehradun","2000","Homestay","Nature Eco","4","","30.3324453","78.0794463"
"osm-13266859793","Kailash Mansarovar Yatri Niwas Lipulekh","Pithoragarh","Pithoragarh","2300","Homestay","Nature Eco","5","","30.2371063","81.0232041"
"osm-13270691760","Le Roi","Dehradun","Dehradun","3800","Boutique Hotel","Nature Eco","2","","30.3147238","78.0342193"
"osm-13272391928","Hotel Swargarohini Palace","Uttarkashi","Uttarkashi","3400","Boutique Hotel","Char Dham","5","","31.0779832","78.1840787"
"osm-13272392939","MDRS","Uttarkashi","Uttarkashi","3700","Boutique Hotel","Char Dham","6","","30.8371933","78.0931138"
"osm-13272402354","Rana Homestay","Uttarkashi","Uttarkashi","2400","Homestay","Char Dham","6","","31.0782201","78.1844951"
"osm-13277390807","Shiv Inn","Haridwar","Haridwar","3400","Boutique Hotel","Nature Eco","4","+919758818400","29.9452591","78.1585645"
"osm-13283334111","Yash Homestay","Uttarkashi","Uttarkashi","2100","Homestay","Char Dham","3","","31.1179106","78.3416337"
"osm-13283353067","Snow Valley","Uttarkashi","Uttarkashi","3700","Boutique Hotel","Char Dham","4","","31.0739","78.1884343"
"osm-13283365005","Sankri Base Camp","Uttarkashi","Uttarkashi","3200","Boutique Hotel","Camping","2","","31.0744309","78.1867686"
"osm-13283367124","The garage food","Uttarkashi","Uttarkashi","3600","Boutique Hotel","Char Dham","6","","31.0734401","78.1892723"
"osm-13285112801","The grand heritage inn","Haridwar","Haridwar","3700","Boutique Hotel","Nature Eco","3","","30.1779017","78.2300662"
"osm-13285491981","Hotel Shiv Villas","Haridwar","Haridwar","3800","Boutique Hotel","Nature Eco","3","","30.1294819","78.3240141"
"osm-13287190157","Suvidha","Haridwar","Haridwar","4000","Boutique Hotel","Nature Eco","4","","29.947044","78.1589125"
"osm-13324014401","Hotel Ananya Regency - Gateway to Corbett","Udham Singh Nagar","Udham Singh Nagar","3700","Boutique Hotel","Wildlife","3","09568800044","29.2268629","78.9727046"
"osm-13359132902","Leela Hatha","Haridwar","Haridwar","1100","Backpacker Hostel","Adventure","4","","30.1307877","78.3205786"
"osm-13377489912","Hari Ganga Niwas, Haridwar - IHCL SeleQtions","Haridwar","Uttarakhand","3200","Boutique Hotel","Nature Eco","4","+91 13343 62800","29.9520249","78.1659891"
"osm-13412884801","Lekhak Gaon","Dehradun","Dehradun","3600","Boutique Hotel","Nature Eco","3","","30.242349","78.2140013"
"osm-13414174632","Noble Nook Stay Bhimtal","Bhimtal","Nainital","1800","Homestay","Nature Eco","4","+91-9259820611","29.3405681","79.5782969"
"osm-13479086201","Guest House Savitri Bhawan","Haridwar","Haridwar","2300","Homestay","Nature Eco","3","+917906755155","30.1204114","78.3201981"
"osm-13479091901","Guest House Savitri Bhawan","Haridwar","Haridwar","2600","Homestay","Nature Eco","3","+917906755155","30.1204222","78.3201998"
"osm-13520091277","Six Senses Vana","Dehradun","Dehradun","3300","Boutique Hotel","Nature Eco","4","","30.3735754","78.0764832"
"osm-13637059305","Joey's by the Ganges","Haridwar","Haridwar","1500","Backpacker Hostel","Adventure","2","","30.1234921","78.328654"
"osm-13669867001","Blue Stayz Hostel","Haridwar","Haridwar","1100","Backpacker Hostel","Adventure","3","","30.1290576","78.3231014"
"osm-13673511901","Urban Loft Hostel","Haridwar","Haridwar","1000","Backpacker Hostel","Adventure","3","","30.1329536","78.3234953"
"osm-13744382201","The Pearl Satkhol","Almora","Almora","4000","Boutique Hotel","Nature Eco","3","+919258499481","29.5022173","79.6215985"
"osm-13778768101","S.C Bose Hostel","Dehradun","Dehradun","1300","Backpacker Hostel","Adventure","3","","30.271354","77.997428"
"osm-13789691762","HOTEL DAIWARCH","UTTARKASHI","UTTARKASHI","3700","Boutique Hotel","Nature Eco","4","8982728424","30.7362652","78.3999995"
"osm-13813389911","Fursat - Exclusive Solitude","Nainital","Nainital","3400","Boutique Hotel","Nature Eco","3","","29.403548","79.6311882"
"osm-13830352701","Sparrow Nest Corbett homestay","Nainital","Nainital","2400","Homestay","Wildlife","3","+91 97586 13308","29.4150931","79.1491184"
"osm-13939625501","Uday Palace","Chamoli","Chamoli","4000","Boutique Hotel","Char Dham","3","","30.5564626","79.564813"
"osm-13953477402","La Savanna Resort & SPA by DL Hotels & Resorts","Nainital","Nainital","3200","Boutique Hotel","Nature Eco","4","","29.458807","79.1453142"
"osm-13953477403","Shivalik Hills","Dehradun","Dehradun","3300","Boutique Hotel","Nature Eco","5","","30.4479211","78.0887636"
"osm-13953477901","Hotel Uday Palace","Chamoli","Chamoli","3600","Boutique Hotel","Char Dham","3","","30.4409381","79.4296054"
"osm-13953478101","Golden Oak by The Lake Hill","Nainital","Nainital","3800","Boutique Hotel","Nature Eco","3","","29.3710966","79.4299498"
"osm-13971526251","Hotel Sunrise","Dehradun","Dehradun","3800","Boutique Hotel","Nature Eco","3","","30.3481381","78.0620822"
"osm-210723359","Patwal Tourist Lodge","Bageshwar","Bageshwar","2300","Homestay","Nature Eco","6","","30.1303534","79.6189965"
"osm-226734199","Bhopal Bhavan","Chamoli","Chamoli","3900","Boutique Hotel","Char Dham","6","","30.7327072","79.0670563"
"osm-226734224","Indore House","Chamoli","Chamoli","3700","Boutique Hotel","Char Dham","6","","30.7338346","79.0665897"
"osm-226734231","Patiyala Punjab Guest House","Chamoli","Chamoli","3500","Boutique Hotel","Char Dham","3","","30.7343423","79.0670856"
"osm-226734242","Punjab & Sindh Niwas","Chamoli","Chamoli","3700","Boutique Hotel","Char Dham","4","","30.734251","79.0673464"
"osm-226737466","Hotel Bikaner","Chamoli","Chamoli","3900","Boutique Hotel","Char Dham","3","","30.735215","79.0674275"
"osm-226737482","Marwar House","Chamoli","Chamoli","3700","Boutique Hotel","Char Dham","4","","30.734862","79.0675561"
"osm-226737483","Bharat Sevashram Sangh Kedarnath","Chamoli","Chamoli","3800","Boutique Hotel","Char Dham","5","","30.7366677","79.0669403"
"osm-226737485","SSS Residency","Chamoli","Chamoli","4000","Boutique Hotel","Char Dham","2","","30.7346966","79.0671253"
"osm-226737495","Agrabhavan","Chamoli","Chamoli","3200","Boutique Hotel","Char Dham","2","","30.7349698","79.0671751"
"osm-226737525","New Himachal House","Chamoli","Chamoli","3500","Boutique Hotel","Char Dham","2","","30.7344301","79.0663512"
"osm-226738241","New Agrabhavan","Chamoli","Chamoli","4000","Boutique Hotel","Char Dham","3","","30.734889","79.0661017"
"osm-226738277","Rajasthan Sewa Sadan","Chamoli","Chamoli","4000","Boutique Hotel","Char Dham","4","","30.7348023","79.0659215"
"osm-227070398","Paramarth Ashram","Chamoli","Chamoli","1100","Backpacker Hostel","Char Dham","5","","30.7456879","79.4945983"
"osm-227301693","Hotel Lakshya","Haridwar","Haridwar","3800","Boutique Hotel","Nature Eco","5","","29.9243365","78.1297977"
"osm-232451924","PWD Dhakuri","Bageshwar","Bageshwar","2300","Homestay","Nature Eco","6","","30.0769152","79.9186418"
"osm-245313645","New GuestHouse","Dehradun","Dehradun","2400","Homestay","Nature Eco","2","","30.2853267","77.9745138"
"osm-250913663","Neeraj Bhavan Hotel","Haridwar","Haridwar","4000","Boutique Hotel","Nature Eco","5","","30.1078043","78.2923893"
"osm-277424378","Bunk Stay Hotel","Haridwar","Haridwar","4000","Boutique Hotel","Nature Eco","5","","30.1260422","78.3320077"
"osm-299562126","Forest Rest House","Uttarkashi","Uttarkashi","2400","Homestay","Wildlife","3","","31.0787438","78.2456098"
"osm-299564859","GMVN Guest House, Sankri","Uttarkashi","Uttarkashi","2100","Homestay","Char Dham","6","","31.0774743","78.1843976"
"osm-324282420","KMVN","Bageshwar","Bageshwar","3200","Boutique Hotel","Nature Eco","2","","29.8378892","80.0319673"
"osm-331779423","Hotel Madhuban","Dehradun","Dehradun","3500","Boutique Hotel","Nature Eco","5","","30.3402224","78.0596626"
"osm-340414932","Tourist Rest House, Chilliyanaula","Almora","Almora","3500","Boutique Hotel","Nature Eco","4","","29.6626901","79.4124334"
"osm-342740709","E-Block, Godavari Hostel","Dehradun","Dehradun","900","Backpacker Hostel","Adventure","6","","30.3405896","78.0456772"
"osm-378683095","Natraj Yog Peeth","Haridwar","Haridwar","2200","Homestay","Nature Eco","2","7895168929","30.1199956","78.3221516"
"osm-399111993","Hare Rama","Haridwar","Haridwar","3200","Boutique Hotel","Nature Eco","5","","30.1258187","78.3319764"
"osm-399114854","Adi Badri Guesthouse","Haridwar","Haridwar","4000","Boutique Hotel","Char Dham","6","","30.1278891","78.3317274"
"osm-408030669","Hotel Divya","Haridwar","Haridwar","3200","Boutique Hotel","Nature Eco","6","","30.1245937","78.331259"
"osm-408030671","Dharm Yatri Nivas","Haridwar","Haridwar","3400","Boutique Hotel","Nature Eco","3","","30.1246546","78.3307483"
"osm-408251231","Rajendra Bhawan","Roorkee","Haridwar","1700","Backpacker Hostel","Adventure","3","","29.87101","77.8940761"
"osm-429807249","KMVN Jatuli","Bageshwar","Bageshwar","1800","Homestay","Nature Eco","6","","30.1424288","79.9224267"
"osm-484334531","Lodge","Chamoli","Chamoli","2600","Homestay","Char Dham","3","","30.2531949","79.2192291"
"osm-484352054","Birla Dhramshala","Uttarkashi","Uttarkashi","1700","Backpacker Hostel","Char Dham","6","","30.7295733","78.4375481"
"osm-508579960","GMVN Tourist Rest House","Uttarkashi","Uttarkashi","2200","Homestay","Char Dham","2","","30.7307428","78.445651"
"osm-508901446","GMVN","Chamoli","Chamoli","1900","Homestay","Char Dham","3","","30.9508842","79.051843"
"osm-509727930","Hotel Bhagirathi Darshan","Tehri Garhwal","Tehri Garhwal","3800","Boutique Hotel","Nature Eco","2","","30.3837207","78.4421909"
"osm-531081107","Hyphen Grand","Haridwar","Haridwar","4000","Boutique Hotel","Nature Eco","4","","29.947878","78.0755386"
"osm-531081108","Radisson Blu Haridwar","Haridwar","Sidcul","3200","Boutique Hotel","Nature Eco","5","","29.9468988","78.075642"
"osm-532545788","Gajraj Trails Resort","Nainital","Nainital","3400","Boutique Hotel","Nature Eco","5","","29.4110776","79.0064771"
"osm-532551414","V Resorts","Nainital","Nainital","3500","Boutique Hotel","Nature Eco","6","","29.3410452","79.5320439"
"osm-623043861","Ananda in the Himalayas","Haridwar","Haridwar","3800","Boutique Hotel","Nature Eco","3","","30.1578495","78.2904391"
"osm-654639892","Madmaheshwar Dharamshala","Chamoli","Chamoli","3900","Boutique Hotel","Char Dham","4","","30.6351269","79.2217411"
"osm-685046932","The Himalayan Bungalow","Almora, Uttarakhand","Almora","3300","Mountain Chalet","Adventure","4","","29.5979832","79.6290994"
"osm-781622421","Guest House","Dehradun","Dehradun","1500","Backpacker Hostel","Adventure","3","","30.2841941","77.9753793"
"osm-873879846","girls hostel","Udham Singh Nagar","Udham Singh Nagar","1500","Backpacker Hostel","Adventure","3","","29.1501983","79.1539576"
"osm-880252368","The Urmi","Haridwar","Haridwar","3800","Boutique Hotel","Nature Eco","5","","29.9886914","78.1888762"
"osm-891271442","Hotel Blue Saphire Countryside","Nainital","Nainital","3400","Boutique Hotel","Nature Eco","4","+915946235201","29.1987017","79.5128159"
"osm-900794366","Alankar Home Stay & Resturant","Almora","Almora","4000","Boutique Hotel","Nature Eco","3","","29.4686033","79.648868"
"osm-944828471","Hotel Madhuganga","Chamoli","Chamoli","3400","Boutique Hotel","Char Dham","3","9068688875","30.5089872","79.0942379"
"osm-1033157934","Alaknanda Girls Hostel","Dehradun","Dehradun","900","Backpacker Hostel","Adventure","6","","30.2662213","78.0442245"
"osm-1033157935","Girls Hostel","Dehradun","Dehradun","1000","Backpacker Hostel","Adventure","2","","30.2656516","78.0444067"
"osm-1033157936","New Girls Hostel","Dehradun","Dehradun","1100","Backpacker Hostel","Adventure","3","","30.2650914","78.0444236"
"osm-1055274096","Hotel Anand Lok Bar And Resturant","Nainital","Nainital","3500","Boutique Hotel","Nature Eco","3","","29.1979629","79.5051077"
"osm-1056565281","Hotel Chitrarth and Party Lawn","Nainital","Nainital","3500","Boutique Hotel","Nature Eco","3","08006715505","29.2063434","79.5149882"
"osm-1056565445","The Ranch House Homestay And Trails","Nainital","Nainital","3700","Boutique Hotel","Nature Eco","2","","29.1990422","79.5122663"
"osm-1060188344","Central Government Touring Officers Guest House","Dehradun","Dehradun","2600","Homestay","Nature Eco","6","","30.457192","78.0853781"
"osm-1060188356","Survey of India Guest House","Dehradun","Dehradun","2000","Homestay","Nature Eco","3","","30.457432","78.0866763"
"osm-1065793532","Central Government Touring Officers Guest House","Dehradun","Dehradun","2300","Homestay","Nature Eco","4","","30.323211","78.0430521"
"osm-1066649876","Nature""s treat hotel","Bageshwar","Bageshwar","4000","Boutique Hotel","Nature Eco","3","","30.0049456","79.5699107"
"osm-1066877488","hotel trishuli","Bageshwar","Bageshwar","3300","Boutique Hotel","Nature Eco","5","","30.0042118","79.5693827"
"osm-1070560420","Central Government Touring Officers Guest House","Dehradun","Dehradun","2500","Homestay","Nature Eco","2","","30.4576033","78.0674676"
"osm-1091240075","Hotel Sai Leela","Nainital","Nainital","3400","Boutique Hotel","Nature Eco","2","","29.1886501","79.5029391"
"osm-1120991324","A Block","Dehradun","Dehradun","1400","Backpacker Hostel","Adventure","6","","30.2710265","78.0017045"
"osm-1120991325","C Block","Dehradun","Dehradun","1500","Backpacker Hostel","Adventure","2","","30.2708003","78.0019298"
"osm-1120991326","B Block","Dehradun","Dehradun","1600","Backpacker Hostel","Adventure","3","","30.2711631","78.002117"
"osm-1120991327","D Block","Dehradun","Dehradun","1700","Backpacker Hostel","Adventure","4","","30.2708587","78.0025694"
"osm-1120991328","G Block","Dehradun","Dehradun","900","Backpacker Hostel","Adventure","5","","30.270522","78.0022994"
"osm-1148159649","DRONAGIRI GUEST HOUSE","Chamoli","Chamoli","2100","Homestay","Char Dham","6","","30.5964197","79.868308"
"osm-1150072690","Triveni Guest House","Haridwar","Haridwar","2200","Homestay","Nature Eco","2","","30.1108187","78.2847436"
"osm-1154701679","JW Marriott Mussoorie Walnut Grove Resort & Spa","Dehradun","Dehradun","3700","Boutique Hotel","Nature Eco","6","01352635700","30.4814673","78.0467331"
"osm-1163048662","Rudra Continental Hotel","Udham Singh Nagar","Udham Singh Nagar","3300","Boutique Hotel","Nature Eco","4","","28.9754273","79.3891699"
"osm-1179903556","Hotell deep palace","Bageshwar, Uttarakhand","Bageshwar","3300","Boutique Hotel","Nature Eco","3","07830154529","29.8303827","79.7694618"
"osm-1179903790","Hotel Ashish","Bageshwar, Uttarakhand","Bageshwar","3300","Boutique Hotel","Nature Eco","2","05963220103","29.8303155","79.7696371"
"osm-1179903965","Hotel Ambika Palace","Bageshwar, Uttarakhand","Bageshwar","3700","Boutique Hotel","Nature Eco","2","01246201531","29.830506","79.7702043"
"osm-1188876812","Hotel Raj Palace","Nainital","Nainital","3700","Boutique Hotel","Nature Eco","4","","29.2008372","79.5154744"
"osm-1188894169","Hotel Jasmine Grand","Nainital","Nainital","3300","Boutique Hotel","Nature Eco","6","","29.184863","79.5216044"
"osm-1188922840","Devashish Hotel","Nainital","Nainital","3900","Boutique Hotel","Nature Eco","2","","29.2369632","79.5323674"
"osm-1188922842","Candy Hotel","Nainital","Nainital","3200","Boutique Hotel","Nature Eco","4","","29.2351165","79.5327788"
"osm-1190521215","Sheetal Hotel","Nainital","Nainital","3200","Boutique Hotel","Nature Eco","2","09568013130","29.1746668","79.4938638"
"osm-1190992671","Hotel Kunal","Udham Singh Nagar","Udham Singh Nagar","3200","Boutique Hotel","Nature Eco","3","","29.0710715","79.5165037"
"osm-1191384690","Shri Dudhiya Baba Girls Hostel","Udham Singh Nagar","Udham Singh Nagar","1500","Backpacker Hostel","Adventure","2","","28.9675791","79.4056413"
"osm-1192358231","Vanvasi Kanya Chhatravas","Udham Singh Nagar","Udham Singh Nagar","1700","Backpacker Hostel","Adventure","3","","28.9852363","79.4058502"
"osm-1223255442","Hotel SHiva Palace","Udham Singh Nagar","Udham Singh Nagar","3500","Boutique Hotel","Nature Eco","4","","29.1307482","79.5201156"
"osm-1223742925","Hotel OK","Nainital","Nainital","3300","Boutique Hotel","Nature Eco","2","","29.2154637","79.5288638"
"osm-1223808602","Hotel Crystal Grand","Nainital","Nainital","3700","Boutique Hotel","Nature Eco","4","","29.2176502","79.5186114"
"osm-1242229728","RLB Girl's Hostel","Nainital","Nainital","1200","Backpacker Hostel","Adventure","5","","29.3815612","79.4594553"
"osm-1242229731","KP-A","Nainital","Nainital","1500","Backpacker Hostel","Adventure","3","","29.3840383","79.4593505"
"osm-1242229732","KP-B","Nainital","Nainital","1600","Backpacker Hostel","Adventure","4","","29.3837622","79.4595667"
"osm-1242229733","WR","Nainital","Nainital","1700","Backpacker Hostel","Adventure","5","","29.3836449","79.4596428"
"osm-1242229734","GD","Nainital","Nainital","900","Backpacker Hostel","Adventure","6","","29.3834505","79.4597697"
"osm-1242229735","GH","Nainital","Nainital","1000","Backpacker Hostel","Adventure","2","","29.3834179","79.4600629"
"osm-1242231568","SBS","Nainital","Nainital","1600","Backpacker Hostel","Adventure","5","","29.3825922","79.4566928"
"osm-1242231570","CSA","Nainital","Nainital","900","Backpacker Hostel","Adventure","2","","29.3830574","79.4568145"
"osm-1242231571","WR","Nainital","Nainital","1000","Backpacker Hostel","Adventure","3","","29.3832092","79.4565711"
"osm-1242231572","KCP","Nainital","Nainital","1100","Backpacker Hostel","Adventure","4","","29.3838008","79.4567968"
"osm-1298167351","Divine Lakshmi Ganga","Haridwar","Haridwar","3900","Boutique Hotel","Nature Eco","3","","30.1286038","78.32306"
"osm-1298513281","Arth Hotels","Almora","Almora","3600","Boutique Hotel","Nature Eco","3","","29.4764389","79.6224438"
"osm-1339812789","Purohit Camps","Chamoli","Chamoli","3800","Boutique Hotel","Camping","6","","30.7356245","79.0677921"
"osm-1340253028","Alwar Bhandara","Chamoli","Chamoli","3300","Boutique Hotel","Char Dham","5","","30.7350747","79.0684283"
"osm-1340253029","Meerut Mandal And Mewar Sadan","Chamoli","Chamoli","3400","Boutique Hotel","Char Dham","6","","30.7334822","79.0665113"
"osm-1360648970","GARHWAL RESTAURANT","Chamoli","Chamoli","4000","Boutique Hotel","Char Dham","2","","30.409823","79.3172047"
"osm-1360649599","ALKA LODGE","Chamoli","Chamoli","3300","Mountain Chalet","Char Dham","6","","30.4095351","79.3171971"
"osm-1360701966","SHREE CHINTAMANI HOMESTAY","Chamoli","Chamoli","3500","Boutique Hotel","Char Dham","3","","30.3804893","79.3209408"
"osm-1360702702","HOTEL BASANT","Chamoli","Chamoli","3300","Boutique Hotel","Char Dham","4","","30.3679806","79.3119751"
"osm-1360702761","HOTEL VASUDHARA","Chamoli","Chamoli","3800","Boutique Hotel","Char Dham","3","","30.3652137","79.3132006"
"osm-1414702603","Kipling Trail Cottage","Dehradun","Dehradun","2700","Mountain Chalet","Adventure","5","","30.4194104","78.1016901"
"osm-1437088815","IRDE Guest House","Dehradun","Dehradun","1800","Homestay","Nature Eco","2","","30.3185326","78.0830636"
"osm-1455386663","Taj Rishikesh","Tehri Garhwal","Tehri Garhwal","1100","Backpacker Hostel","Adventure","5","","30.0571968","78.4814975"
"osm-1457118592","Faraway Cottages, Auli","Chamoli","Chamoli","3900","Boutique Hotel","Char Dham","4","","30.5374503","79.5782623"
"osm-1497402655","Eminence The Corbett","Nainital","Nainital","3900","Boutique Hotel","Wildlife","2","","29.4104197","79.0036616"
"osm-1530514540","Cottage 4 - Red cresented pochard","Dehradun","Dehradun","2700","Mountain Chalet","Adventure","2","","30.4386499","77.6688133"
"osm-1531708214","Cottage 3 - Shoveller","Dehradun","Dehradun","3100","Mountain Chalet","Adventure","6","","30.4386941","77.6688164"
"osm-1531708215","Cottage 2 -  mallard","Dehradun","Dehradun","3200","Mountain Chalet","Adventure","2","","30.4387543","77.6688225"
"osm-1531708216","Cottage 1- Ruddy Shellduck","Dehradun","Dehradun","3300","Mountain Chalet","Adventure","3","","30.4388006","77.6688262"
